גוד פארם,drug store
paypal *grynlnd bm,unknown
paypal *mei-avivim,water bill
paypal *patreon,alon
amazon web services,alon
איסתא ישראל חורב,vacation
מלח הארץ י.ט. רושה,groceries
סניף ראשי - תאנ,unknown
כספונט,cash
paypal *airbnb,vaction
paypal *unitedprope,unknonw
paypal *kma,unknown
paypal *phonecoverl,alon
paypal *digibuysltd,unknown
google *chrome web str,alon
paypal *247shop,unknown
google *wallet,unknown
el al air,vaction
tm *the book of mormon,usa vaction
ארטה אמנות הגלידה האיטלקית בעמר,eating out
תבליני הדור השלישי ב,groceries
אלון הילטון,gas
שלמה תחבורה )2007( בעמל,car rental
שרונה בירגארדן בעמר,eating out
כללית חול - אינטרנט,vacation
כניסה לטרקלין דן נתבגנ,vacation
סטימצקי-דיוטי פרי ספרים,vacation
nosdrahcir semaj,vacation
משק ברזילאי בעמש,eating out : work
גי'רף גריל,eating out
שוקולטה,eating out
עלים ירוקים,eating out
מפעיל בעמפ,university
תחנת רכבת חוף הכרמל,train
באג דיונון תאא,university
מזנון אבן גבירול,eating out
שופרסל אקספרס יהודה מכבי,groceries
משק חביביאן בעמש,groceries
מנהרות הכרמל-שער אגרה,car - other
שלמה תחבורה (2007) בעמל,car rental
אופטיקה רואים שקוף,shopping - other
תחנת רכבת - נתבגח,train
מש - קר בעמש,groceries - other
הקליניקה מרכז וטרינר,bulli
וטרינר עיריית תאטר,bulli
הע. לגיורא רבינובי בסניף 46-504,rent
חיוב כ.א.ל,other
חיוב לכרטיס ויזה 4642,other
חיוב לכרטיס ויזה 4626,other
הע. לליאת שפיגלר בסניף 12-784,other
משכורת אונ' תא-מ,rotem paycheck
גביית מס במקור,other
זקיפת רבית זכות,other
חיוב אונ' תא-מ,other
העברה לנציגות ועד בית הרטגלס 00010 תל,household
הפקדת שיק שמספרה 000014,rotem paycheck
כלל בטוח ב,other
העברה מגת ארזי חשבון 10-665-0330-001599414 י תשלוםי,other
הע. לרועי פינקלשטי בסניף 12-656,bulli
העברה מנחמני דניאל ושפיי חשבון 20-505-0000-000122769 י מצלמהי,other
הע. לנעם דונסקי ול בסניף 10-625,אימונים
הע. ליותם איזקוב בסניף 13-064,אימונים
משכורת,alon paycheck
משכורת מכללת לוינ,rotem income
משיכת שיק:0080000023,other
משיכת שיק:0080000022,other
מופת מילוופת מפת,alon paycheck
משכורת אונ' תא-משכו,rotem paycheck
העברה מאדן מרוהי,other
העברה מאשלי לוי,other
העברה מאשלי לוי יעד עני חשבון 13-190-0330-002945581 י תשלוםי,other
אונ' תאו,other
חיוב אונ' תא-מיוב,other
חיוב הסתדרות המ,other
פביאנו,eating out
קסבה,eating out
הקלמן ובניו,home
paypal *cameramia,other
paypal *ubertechnol,taxi
paypal *yanglili,other
רוני אופניים,bike
תחנת רמת אביב מס' 1 בעמח,gas
שיפודי אירופה,eating out - work
לוקה ולימה,eating out
רמי לוי אינטרנט,groceries
usus,eating out : work
קפה קאימאק,eating out : work
los burning tacos,eating out : work
סופר יודה אג 76ופר ,groceries
לחם תושיה בעמח,groceries
ווק ריפבליק פלורנטין בעמ,eating out
פז / yellowiעד הלום,gas
פאב גבולות-,eating out
ניצת הדובדבן,groceries
בית מלון ברדיצ'בסקי,gifts
גרנד קפה טורקיז,eating out
משרד הפנים תשלומים,other
כרמלה,groceries
האנוי,eating out : work
מפלגת העבודה,other
ג'ון דו בעמ',other
פאטאט בעמא,eating out
itunes.com/bill,music
rentalcars.com,car rental
frstgvg*foundationtodecre,donation
paypal *waitbutwhy,donations
paypal *evobrocoltd,otger
google *play store,other
אובן - קובן בעמו,eating out : work
סוסו,eating out : work
הכשרה ביטוח אלמנטרי,property insurance
i-share,other
בוקה מכבי,eating out
מזון וציוד לחיות מחמ,bulli
אקספון 018 בעמק,internet
ההודית של רושפלד,eating out
עזרא גבאי עסקי מזון בעמז,groceries
הממלכה של רוי,gifts
פעמיים קפה,eating out : work
סאפה,eating out : work
ad ad&ad ad,eating out
מוזיאון ארץ ישראל תא,other
סבתא אבן גבירול,eating out
subway 03446879,eating out
moab family medicine pc,usa trip
city-market #0410,usa trip
dunkin #348436 q35,usa trip
uniqlo ny 5th ave #31,usa trip
uniqlo ny soho #30,usa trip
cos #880,usa trip
sleep no more,usa trip
starbucks store 14219,usa trip
shake shack 1102,usa trip
ניופארם תא ג' החדשהיופארם תאו,groceries
מרכז סיוע לנפגעות ול,charity
כללית סמייל רמת אביב,health care
קפה נטו גילמן,eating out : rotem
כללית קטוביץ,health care
רשות הדואר-רכישת מוצר דאר,other
נייברז,eating out
מכולת גבינות,groceries
ויקטורי אוניברסיטה,groceries
מסלול ציוד ומידע למט,other
ביי-מי שוברי מתנה,gifts
לחייל ולטייל,other
חיוב לאומי קארד,transfer
העברה לברורמן נדבשניאורסון גייקי -,bulli
משיכת שיק:0080000024,other
משכורת אונ תא-מ,rotem income
העברה מסקייקיור בעמ חשבון 10-864-0110-043400058,alon income
העברה משפיגלר ליאת חשבון 12-784-0005-000408653,other
הע. לאי. בי. אי בע בסניף 12-600,transfer
משק חביביאן בעמ,groceries
ali*aliexpress.com,shopping
travel gotogateukmoto,vacation
gotogate,vacation
paypal *expedia.com,vacation
המרקט,other
pm am דיזינגוף,groceries
story,shopping
המלבייה אלנבי,eating out
הטריפולטאית של בכור בעמ,eating out - work
מקס 20 אלנבי,groceries
רולדין דיזינגוף,eating out
זולו חיות מחמד-גמא,bulli
אימונגנריום  דיזינגוף,presents
מגה לב דיזינגוף,groceries
הום סנטר דיזינגוף,groceries
סופרפארם איכילוב,pharm
כספי - לא רק חומוס,eating out
אקספון 018 בעמ,internet
תן לחיות-גמא,bulli
שאטו שועל,eating out
בארבי. נט - מ.ש. הפק,concerts
כלבו לכלב ולחתול שבלול,bulli
פלורנטין האוס,eating out
טאקריה,eating out - work
קפה שלג פינק אותו,eating out - work
רכבת ישראל-פאגי מודיעין,train
בני צאו,eating out - work
רועי פישמן - לה גטרי,eating out
paypal *uber bv,taxi
paypal *peonypretty,shopping
paypal *fupp0001,other
paypal *zhouzepeng,other
paypal *djclue55,other
paypal *leeeoeeel,other
paypal *lixiaoying,other
paypal *euromedsfor,other
gotogate    000000002lel4,vaction
paypal *netflixinte,television
לגנדה דיזינגוף,eating out
אוליברי שוסטר,eating out
מונאר,eating out
מחלבת השומרון בעמ,groceries
עזרא גבאי עסקי מזון בעמ,groceries
שקוף עיתונות למען שמירת ה,donation
לוסיה- בלפור 18,eating out work
li.oc.tratsdah,shopping
anoras smoolb yllom,eating out
uziat,eating out
חומוס עגמי,eating out
תדר פיצה,eating out
מועדון הקצינים של גירף,eating out - work
פלאפל 4 טעמים אבן גבירול,eating out
טבע ספורט קסטל בעמ,groceries
בייקרי דיזינגוף,eating out
סופר פארם  ארלוזורוב,pharm
story דיזינגוף 246 ת,shopping - rotem
תחנת רמת אביב מס 1 בעמ,gas
לחמים מאפייה ואספרסו,eating out
כרטיסים - esiwxit,concerts
am pm דרך נמיר,groceries
קאנו,eating out
am pm הרצל,groceries
הקליניקה  מרכז וטרינר,bulli
גלידה סציליאנית,eating out
סטימצקי קניון רמת אביב,gifts
מרכז הצפון,home
אניטה גלידה בעמ,eating out
story ramat aviv-גמא,shopping - rotem
אוזריה,eating out
שלמה תחבורה (2007) בעמ,car rental
am pm אבן גבירול 136,groceries
גוסה קולד פרס,eating out
mae cafe,groceries
איי לאב פון טלפונים בעמ-,phone
תחנת רכבת תא מרכז,transportation
תחנת רכבת  רחובות,train
ze sushi home japane,eating out
המוסד לביטוח לאומי מוקד ט,tax
לחמים מאפייה ואספרסו בר,groceries
הריונית,gifts
שופרסל שלי רמת אביב א,groceries
שטיינהרט שרב מוציאים,other
סופר אלונית גשר הזיו.,groceries
הקליניקה של ענת ואבישי,bulli
היינס/s-wear,shopping
קפה עלית רכבת סבידור צפון,eating out
זארה רמת אביב תא,shopping
טופשופ אונליין,shopping
טיב טעם יהודה המכבי תא,groceries
ניצת הדובדבן ברודצקי,groceries
צמרת מימונים-מ-מועדוני לב,אימונים
בארבי - מ.ש. הפקות ב,concerts
פט ביי פלורנטין,bulli
אתא,shopping
גמלייה,eating out
transact mauersegler   berlin        de,vacation
uniqlo europe ltd.     berlin        de,shopping
fluffy white pink gmbh berlin        de,vacation
victoria met albert gb berlin        de,vacation
pp-berlin              berlin        de,vacation
ahs berlin a. handling berlin        de,vacation
gate gourmet switzerla capability gr gb,vacation
lias kitchen,vacation
birkenstock zn - 1120,shopping
monsieur vuong gastron,vacation
primark berlin alexanderp,shopping
uniqlo europe ltd.,shopping
25hours hotel berlin,vacation
hamburger bahnhof,vacation
berliner sparkasse,vacation
rueger anja und krelle,vacation
maedchenitaliener,vacation
ankleidezimmer,vacation
postbank karl-liebknec,vacation
markgraf hotel leipzig,vacation
db bahn automaten,vacation
hotel larat gmbh,vacation
woellhaf retail gmbh,vacation
איציק הגדול,eating out - work
סינמה ראשון לציון קופות,movies
nedragreeb efac efac,vacation
בית רומנו,eating out
uloc,eating out - work
מעדניית יום טוב,groceries
מאי קפה מונטיפיורי,eating out - work
אופיס דיפו תא-יציל,shopping
rabnodhsirfyzzid,drinks
לחם תושיה בעמ,groceries
מיצי בשוק בעמ,eating out - work
חומוס הכרם - שוקן,eating out - work
ברגר קינג כיכר רבין,eating out
ארטה אמנות הגלידה האיטלקית בעמ,eating out
בראסרי אבן גבירול,eating out
הרצל בר קפה בעמ,eating out
בית קפה התחתית  בעמ,eating out
eramarus,drinks
gnov,eating out - work
יום טוב קפה,eating out - work
pm am אבן גבירול 136,groceries
איי שופ,phone
"",delete
paypal *bookdeposit,shopping
paypal *min zhou,shopping
paypal *zhaolin,shopping
paypal *chashaobao8,shopping
google *digibites,shopping
paypal *yonghui2017,shopping
מסעדת זכאים,eating out - work
דוגס,bulli
ארומה אספרסו בר צומת סילב,eating out
טבק עבודי,drug store
מ ח מרכז המזון בעמ,groceries
מסעדת בנחלה,eating out
שלמה תחבורה )2007( בעמ,car rental
מזנון,eating out
קונפיסרי,eating out
טיב טעם רשתות נחלת בנימין,groceries
מאי קפה,eating out
אופטיקנה,shopping
מלכי ישראל,drinks
הטריפולטאית של בכור,eating out - work
טמבוריה בנחלה,home
טאפאצולה,eating out - work
מיני מרקט רמת אביב הירוקה בעמ,groceries
אוטו-תל,car
paypal *dominos,eating out
paypal *netflix com,tv
kickstartercom,shopping
ארומה צומת צמח,eating out
פז -  yellow - צמח,gas
ampm נורדאו,groceries
ospylac,eating out
עיריית תל אביב-יפו-ארנונה,city taxes
קפה בירנבאום,eating out - work
להב רמת אביב,groceries
פז yellow  הירקון,gas
גלובל קורייר אקספרס בעמ,shopping
בזיליקום פיצה,eating out
ארומה דימונה,eating out
זיכוי ממסב,other
הע. לטליה קפלן בסניף 12-634,other
הע. למתן ידידיה בסניף 10-970,bulli
העברה מבן צבי חוה ודןי חשבון 20-443-0000-000140378 י החזר עבור בגדיםי,other
העברה לרבינוביץ רותםגת אלון,other
משכורת פיירגלאס ב,alon income
העברה ממרוה אדן יעקב עי חשבון 10-962-0330-003781708 י תשלוםי,other
העברה מגולדוסר יעל ואהר חשבון 12-716-0005-000270430,other
העברה ממיוסט אופירנמירי חשבון 17-660-0000-067236768 י החזר חובי,other
הע. לליאור ברק בסניף 31-127,other
העברה מאלישע שלמה אשדי חשבון 13-063-0330-011358902 י טיול לירדןי,other
הע. למירב שלו בסניף 31-017,other
הע. לקא תיקונים ומ בסניף 12-688,other
העברה מגת ארזי חשבון 10-949-0330-048757608 י תשלוםי,other
עמלת פעולה בערוץ ישיר לפי 15 יח,other
הע. לאביגיל פן לוי בסניף 12-602,other
הפקדת שיק שמספרה 000055,rotem income
הפקדת שיק שמספרה 000056,rotem income
העברה ללנגה נועם- אילוף בנועם,bulli
אונ תא,rotem income
עמלת פעולה בערוץ ישיר לפי 12 יח,other
צרכניית צופר,grocery
פזyellow/ דימונה,gas
פזyellow/   חצבה,gas
דור אלון צוקים,gas
קפה רביעיה בעמ,eating out
תחנת רכבת  נהריה,train
מגה בעיר המכבים,groceries
נאפ כלי מיטה,home
li.oc.skcit,concerts
דלתא גליל,clothing
קסטרו,clothing
סופר פארם דיזינגוף,pharma
צומת ספרים הספרייה,shopping
זארה דיזינגוף סנטר תא,clothing
מסעדת גוסטו,eating out
קפה נחמה,eathing out
גירף נודל בר תא,eating out
ארומה  מעונות ברושים,eating out
בנדיקט בן יהודה,eating out
רולדין,groceries
שופרסל אקספרס פלורנטין בע,groceries
גו נודלס-צמרת,eating out
ארומה בית התפוצות,eating out
סטורי 911 אופנה,clothing
אור יורדן,hair cuts
זוהר לבן,unknown
מלח הארץ,groceries
בריכת רמת אביב,fitness
כספומט דיסקונט  רמת אביב,cash
כל בו עידית,home
מרכז סיוע לנפגעות ולנפגעי,donation
colu,eating out
לנדוור קינג גורג,eating out
טופ שופ דיזינגוף,clothing
מיכל סבון טבעי בעמ,groceries
לחמים מאפייה ואספרסו בר ב,groceries
sushi home japanese food,groceries
מיקה בר עיצוב טקסטיל,other
סינמטק תל אביב,going out
מולט,going out
anjaly,clothing
go show ltd,going out
גירף תל אביב אינטרנט,eating out
מסעדת פסטה מיאה ווילסון ת,eating out
פופ ארט,shopping 
burger king-sabihagokc istanbul      tr,trip
93095 prague walkthrou praha 614     cz,trip
paypal *iss            4029357733    il,shopping
paypal *kiva.org/he,donation
paypal *mdktradeltd,shopping
paypal *kiezelpay,shopping
paypal *vcare,vitamins
amazon mktplace pmts,shopping
google *google music,music
paypal *youjun,shopping
טוני ואסתר בעמ,eathing out
שופרסל אקספרס פלורנטין,groceries
קולו טכנולוגיות,eating out
pm am אחד העם,groceries
שופרסל שלי איינשטין,groceries
איסתא תיירות פנים in,trip
באלינגרה,eating out
אקו טיולי מדבר בעמ,trip
בזק בינלאומי בעמ,internet
הוצאת עיתון הארץ-אינטרנט,paper
מבסוטה,eating out
שופרסל שלי נורדאו,groceries
ארומה,groceries
פז/yellow חצבה,groceries
ארומה חצבה,eating out
דלק מנטה קמעונאות דרכים בעמ דימונה,gas
kow ot kow,eating out
חד פעמי מאיר דלויה,groceries
s.t,other
סודהסטרים ישראל בעמ,home
בר אוכל,eating out
דווקה גורמה בעמ,groceries
man,eating out
קפה נואר בעמ,eating out
פניקס חיים ובריאות,health care
בר גוריון רבין בעמ,eating out
גלדריה סיציליאנית,eating out
נתן שיווק מוצרי מזון ומכולת,groceries
מסעדת באנה,eating out
paypal *shlomo sixt,car rental
paypal *newyorktime,news papaer
מרכז בריאות האישה-גמא,health
zeekooc,eating out
דומינוס פיצה,eating out
פסטה בסטה,eating out
פיצה אנד טורטיה,eating out
אגנס בר,eating out
מדברא,vacation
סילון,eating out
חומוס אבו דאבי בעמ,eating out
סופר יודה אג 76,groceries
משלוחה - הזמנת אוכל,eating out
paypal *wikimediafo,donation
אורסולה בית קפה מסבאה,eating out
סרדינה,groceries
אונזה,eating out
א.ק השוארמה הטבעונית בעמ,eating out
סאלם בומבי,eating out
איטליאן פארק בעמ,eating out
פיליפ פיצה צרפתית,eating out
גון דו,eating out
smartnow,phone repair
מתוק שוק ענק,smartnow
בר המזג,eating out
טיב טעם רשתות בעמ )אבן ג,groceries
paypal *fluxsoftwar,shopping
paypal *gearbest,shopping
paypal *meds4petssp,bulli
paypal *hui chen,shopping
paypal *merchantbf,shopping 
paypal *zan tickets,concertts
paypal *wangotradin,shopping
paypal *wujingjing,shopping
paypal *sleepnomore,clothing
paypal *1505518062,shopping
paypal *yotamtam,unknown
pegasus,trip
paypal *airbnb hmbnrf,trip
paypal *xujialiang,shopping
יריחו,eating out
אחוזת החוף חניון אלופלט,parking
זוזוברה,eating out
הראל ביטוח חול מזדמן,trip
רכבת ישראל- נתבג,train
שיבא משק וחניה בעמ,parking
סופרגז לבית בעמ,gas
מזון וציוד לחיות מחמד-גמא,bulli
פז yellow פז גן,gas
חומוס אבו מוסה,eating out
באג רמת אביב,phone
ראצה,eating out
my bike,bike
קפטן קארי דיזינגוף,eating out
paypal *happysocksa,clothing
paypal *worldesales,shopping
paypal *paddle.com,shopping
paypal *miaolifang,unknown
paypal *eventim,concents
paypal *airbnb airbnb,trip
paypal *dbvertriebg,unknown
paypal *prague-taxi,trip
k letisti 1019/9,trip
nuova s.r.o.ambiente,trip
bakeshop praha,trip
hotel alcron-restauranty-,trip
tiger cz102,trip
au gourmand 01,trip
remember vietnam,trip
restaurace maitrea,trip
dudes & barbies,trip
la bottega bistroteka,trip
leipziger volksbank eg,trip
leipziger verkehrsbetr,trip
cafe puschkin,trip
h&m leipzig 1de0062,trip
mam rad syr s.r.o.,trip
amlok lokal,trip
dri*adobe sales,triptrip
dm-drogerie markt,trip
93095 prague walkthroug,trip
legalcafe s.r.o.,trip
amazon uk retail,shopping
paypal *slickwraps,shopping
111 efac,eating out
פסטה בר לוינסקי,eating out
nap ay,eating out
ניו-בר,eating out
ארומה בית קמה,eating out
שמואל,eating out
א.א. כיף בעמ-ביציקלטה,eating out
audible us,audible
paypal *groupersoci,shopping
amazon.com amzn.com/bill,unknown
העברת חיובים מחשבון לחשבון,unknown
paypal *hoverdotcom,internet
טאטי יהוד,eating out
li.oc.tratsdaeh,donation
amz*amazon.co.uk,shopping
משיכת שיק:0080000026,rent
עמלת הקצאת אשראי מטי-יחיד,other
משיכת שיק:0080000027,rent
הע. לאשלי ענבון בסניף 13-190,vacation
הע. לליה אבירם בסניף 10-962,presents
משיכת שיק:0080000028,rent
oh joy,presents
לחמנינה,groceries
גבעולים,home
טוליפ בית קפה מסעדה הונג,eating out
דומו,home
רעמסס/ramsses,eating out
קופי סנטר רמת אביב ב,university
סאלוף ובניו,eating out
יוני סלסי,haircut
באצו מרסנד,eating out
ויקטורי רשת סופרמרקטים,groceries
paypal *zygotebrown,shopping
מוב- אינג קפה בעמ,eating out
משק ברזילי בעמ,eating out
מברוק,eating out
pm -amשינקין,groceries
גרובשטיין- קום רות בעמ,groceries
מילגה,shopping
אקו,eating ouy
קפה הנרייטה,eating out
אטלס אורן שבו,eating out
אקדמון,university
שילב רמת אביב,shopping
מאפה נאמן בני ברק,eating out
חוות צוק המעדניה,groceries
ארומה בית וואלה,eating out
יש מרים,groceries
זוזוברה סיטי,eating out
צוותא לתרבות מתקדמת בעמ,shows
מינה מילניום בעמ,eating out
headstart.co.il,donation
שופרסל שלי נוה,groceries
היפרטוי קניון ארנה נהריה,shopping
תחנת לחם-סניף לונדון מינס,groceries
מפעיל-צילום והדפסת מסמכים,univercity
paypal *patreon pledge,donation
www.mobike.com,bike
paypal *spotify,music streaming
paypal *etsy,shopping
spotifyil,music streaming
510 ollah,internet
הנסיך הקטן פרחים,flowers
כספי יהודה מכבי,eating out
רולדין יהודה המכבי,eating out
סופר יודה אבן גבירול 73,groceries
דר לזרסון אלכס,dental care
מוליז פנסיון כלבים,bulli
ויקינג מועדון טיפוס,sport
טנדורי תל אביב,eating out
העברה ב bit בנהפ,other
קפה יותו רפואה,eating out
bunz לחמניות מאודות,eating out
רכבת ישראל-תא הגנה,train
הרצל 16 / tokyo disco,eating out
לחם ארטיזן נתניה,eating out
פתרון,house repair shot
מלון רויאל גארדן,vacations
מלרם קרן מחקרים - נמר,heathcare
aig-ביטוח,healthcare
ארומה שוסטר,eating out
בוטיק סנטרל יהודה המכבי,groceries
י.מ שירותי רוקחות בעמ,healthcare
קפה איטליה,eating out
קפה זוריק,eating out
פרש קיטצן שוסטר,eating out
רכבת ישראל-תא מרכז,train
am pm דיזינגוף,groceries
יערות הכרמל - ישרוטל,vacation
paypal *medilinkpha,healthcare
פרעון תשלום עדיף אר,other
** ריבית **,other
קפה אלברט,eating out
פוקס הום - רמת אביב,shopping
קפה ארמה,eating out
בשר נטו,groceries
הנסיך,eating out
אגאדיר בר בורגר,eating out
סופר פארם קסטל תל אביב,pharm
טוני וספה-שד רוטישלד,eating out
מדאמס רמת אביב,eating out
דה בנדיקט בעמ,eating out
ליגנדה נמל יפו בעמ,eating out
דא דא ודא רוטשילד/בר א וי,eating out
פז/yellow אורלי,gas
66 oirrab,eating out
מנה מנה,eating out
קווסטר ישראל,fun
רפאל בר לחמים-גמא,groceries
מאץ ריטייל h&m עזריאלי,shopping
suramare,eating out
מגה בעיר פנקס,groceries
לוטוס יוגה ופילאטיס,sport
מלון בייבי ליס,vacation
עמלת פעולה בערוץ ישיר לפי 11 יח,fees
עיריית תל,city tax
משיכת מזומן בטופס,cash
עמלת בקשה להפקת מסמך זמין,fees
משיכת שיק:0080000029,rent
העברה מגיורא ויהודיי חשבון 46-504-0000-105037641 י העברה באינטרנטי,cash
הע. לרונן סופר קמה בסניף 20-453,development
משכורת סימנטק סקי,alon paycheck
הע. לפלאות בעמ בסניף 12-542,other
משיכת שיק:0080000030,rent
הע. לדפנה סטמרי בסניף 12-609,baby
פייבוקס,gifts
העברה מ לימור ליטמן שלוי חשבון 12-799-0095-000000000 י זוזוברהי,eating out
העברה מגיורא ויהודיי חשבון 46-504-0000-105037641 י בת שלי (הערת לקוח)י,cash
משיכת שיק:0080000031,rent
בטוח לאומי,rotem income
העברה מרותם רוסו ליאורי חשבון 13-066-0330-003243603 י תשלוםי,shopping
העברה מ לימור ליטמן שלוי חשבון 12-799-0095-000000000 י זה סושיי,eating out
משיכת שיק:0080000032,rent
הע. למורן ערד בסניף 10-816,baby
הפקדת שיק שמספרה 000010,income
הפקדת שיק שמספרה 000012,income
הפקדת שיק שמספרה 000013,income
חיוב אונ תא-מ,university
העברה מ גרא וינרי חשבון 10-601-0000-055129293 י גרא וינרי,eating out
ביטוח לאומי - ילדים,rotem income
לב תל אביב מתנס,other
מיננה,shopping
לאומי קארד,other
בוקה מכבי בעמ,eating out
מוזיאון הטבע-אוניברסיטת ת,fun
paypal *sjewelrycol,shopping
paypal *yu bin,shopping
אספרסו בר,eating out
רב קו אונליין אגד,bus
באטרפליי,haircut
snos dna retrop,eating out
ספונטיני,eating out
סופר זול בן גוריון בעמ,groceries
פלאפל בריבוע יבנה,eating out
פלאפל בנין,eating out
לתינוק ולנוער ש.נ. 1997 ב,shopping
פז yellow הירקון,gas
סגפרדו אספרסו,eating out
ניני האצי,eating out
אטליז בוטיק meat enjoy,groceries
לה פארק הסעדה,eating out
איסתא ישראל פתח תקוה,vacation
כספומט דיסקונט  ככר המדי,cash
נעמן,shopping
צומת ספרים דיזינגוף סנטר,shopping
מועדון הכדורגל מכבי תא שו,shopping
סוהו קולקשיין,shopping
כולה לנשים בלבד בעמ-גמא,wellness
פיתרון-גמא,other
בייבי טבע בעמ-תא,shopping
tepgib,bulli
בוטיק פטסרי,groceries
כלבו עידית,shopping
מאי - ארט,shopping
אלי צעצועים,shopping
הפי דולי ידין בעמ,shopping
cookeez,eating out
בית קפה סיידווק,eating out
ארומה עזריאלי,eating out
כספומט דיסקונט  לב דיזנג,cash
איי סטור,pc other
הקוסם,eating out
אוריינט אקספרס,shopping
לילוש,eating out
בייקרי וייצמן,groceries
מיטחברת בעמ,baby
הירקניה,groceries
יאנגה,yoga
pasata evia,eating out
כספומט לאומי    אינשטיין,cash
אילנס  רוטנדה המרכזית,eating out
tniop tep,bulli
דליקסו,groceries
paypal *patreon member,donation
aws emea,pc other
mobike,transport
paypal *petermckinn,donation
google *microsoft apps,software
amazon.com,shopping
audible.co.uk,audiobooks
amazon.com*m85c33eu0,shopping
amazon prime,shopping
paypal *kubalecux,shopping
paypal *azrieli.com,baby
וטרינר עיריית תא,bulli
מגה בעיר צמרות,groceries
מי אביבים 2010 בעמ,water bill
סופר פלאפל,eating out
כללית רמת אביב ג,healthcare
doof esenapaj emoh ihsus,eating out
walk to wok רוטשילד,eating out
סיטי מרקט,groceries
משוושה,eating out
attelooy,shopping
סופר פארם צמרת תל אביב,pharm
paypal *medi pharm,shopping
